Time,x,y,z,alpha,beta,gamma,xdot,ydot,zdot,alphadot,betadot,gammadot,u1,u2,u3,u4
0.14014014014014,-0.000550340692032764,-0.000480091250417644,0.0398298130157226,0.0137343134610242,-0.0158813082871999,0.0164366620555772,-0.00747864347513144,-0.0141050222706215,0.64195257520642,0.17436095343497,0.156246125884786,0.0719044057879321,4.46518753937714,4.33621968434636,1.95567536453579,2.08464321956658
0.15015015015015,-0.000613425660346328,-0.000609338372575931,0.0457812718004083,0.0152804382254801,-0.0147553939190437,0.0171488842775138,-0.00544268980281967,-0.0119393360273547,0.540526071016656,0.142717353313347,0.0703627385260032,0.0705845159037337,3.73739030488428,3.85078634984076,1.66909992746319,1.55570388250671
0.16016016016016,-0.00066281764545195,-0.000721823272269448,0.0505711821950746,0.0166636983792028,-0.0143745664713208,0.0178523467304552,-0.0045225695313287,-0.0106182763297225,0.414163445243478,0.134865686613996,0.0113683004412291,0.0700103219356342,2.98072150208235,3.24529821078692,1.16196638584811,0.897389677143541
0.17017017017017,-0.000705040889289355,-0.000822937683333057,0.0540477714153851,0.017983516630409,-0.0144303422324354,0.0185512823477505,-0.00394477517348404,-0.00961720382483615,0.279845114593371,0.128570492032186,-0.0185554460983135,0.069671695938121,2.25192833173321,2.61438254105797,0.547363238462408,0.184909029137649
0.18018018018018,-0.000742186394846626,-0.000914804470572435,0.0561691559002588,0.0192311426936289,-0.0146875581775812,0.0192476632224961,-0.00349087968470958,-0.00875432945690648,0.143991503647295,0.120382823398944,-0.0305711621145565,0.0694840823673329,1.55426148805229,1.98311565535762,-0.113743792387572,-0.542597959692897
0.19019019019019,-0.000775119955995243,-0.000998427913229768,0.0569343563841207,0.0203883953886497,-0.0150129588889518,0.0199426121948856,-0.00309746688217144,-0.00796302638163244,0.00919040641426864,0.110620472915208,-0.0333774485038754,0.0693763358806373,0.882291568120005,1.35862379424935,-0.790042203772273,-1.26637442990162
0.2002002002002,-0.000804362166507532,-0.00107439352922352,0.056361448365744,0.0214420405452596,-0.0153414366448194,0.0206367032940121,-0.00275339639645221,-0.00722268772428025,-0.123129093191767,0.0997266559645295,-0.031808040338576,0.069307020997225,0.236552860709396,0.74914181061096,-1.46777229794953,-1.98036124785109
0.21021021021021,-0.000830442808026189,-0.00114320343481611,0.0544836190284441,0.0223806046411885,-0.0156426771963739,0.0213302078407835,-0.00246886940430868,-0.00653508409401512,-0.251145284048266,0.0875438388074071,-0.0281558635774047,0.0692565648000623,-0.370482458942592,0.174126146564371,-2.14118496451364,-2.6857935700206
0.22022022022022,-0.000854058978884152,-0.00120544213471202,0.0513601977201087,0.023187232315615,-0.0159007678319291,0.0220231858200595,-0.00226488371962753,-0.00591169621517162,-0.371167236302468,0.073125888298676,-0.0232118978758168,0.0691984950802177,-0.907803688653056,-0.326422944125666,-2.80437327599064,-3.38575402051803
0.23023023023023,-0.000876069399868491,-0.00126169342868499,0.0471060455969736,0.0238265018972554,-0.0160995900528059,0.0227154889755204,-0.00214439586387504,-0.00532748583976497,-0.475285396311478,0.0532294752780544,-0.0159028566095034,0.0691205776045843,-1.31393680398114,-0.678144612368469,-3.43969806350664,-4.07549025511931
0.24024024024024,-0.000896800094356207,-0.00131137634678168,0.0419517163908149,0.0241949903739109,-0.016188571491653,0.0234069178677243,-0.00194937210475638,-0.00449986333938223,-0.547135875187004,0.0151287467937844,0.00112486218853729,0.0690220397496323,-1.47731514301925,-0.753182259422636,-3.99505068344884,-4.71918356704546
0.25025025025025,-0.000912127972745533,-0.00134665622735587,0.0363607298201169,0.0239195917669079,-0.0159497851343025,0.024097253058508,-0.000801309500982532,-0.00204061560237723,-0.556025704087645,-0.0885466701635533,0.0581086713348175,0.0689063199136453,-1.22795402277605,-0.373903062107378,-4.33341732814139,-5.18746828881006
0.26026026026026,-0.000900594957748602,-0.00133297649537648,0.0311753287754184,0.0218029659345475,-0.0146267683296609,0.0247865307813407,0.00407848204074746,0.00627255097892967,-0.458915785183111,-0.378370731490205,0.235091738081842,0.0688250380187391,-0.449348442041244,0.521108890114502,-4.14081246640976,-5.1112697985655
0.27027027027027,-0.000806705748722428,-0.00118546401633093,0.0276041216809941,0.0154817614963904,-0.0106549061914327,0.0254755147134058,0.0157491748338178,0.02472967631769,-0.235371313354355,-0.90687996474308,0.575790863831762,0.0688513014882065,0.577877100848794,1.44696833537206,-2.93220334138208,-3.80129457590535
